alter,automarke,modell,preis,geschlecht
54,Citroen,C5 Aircross,17351,Männlich
74,Volkswagen,Tiguan,24844,Weiblich
43,Porsche,Macan,105814,Männlich
22,Subaru,Forester,35997,Männlich
51,Subaru,Outback,40484,Männlich
80,Tesla,Model X,26616,Weiblich
62,Subaru,Impreza,32939,Weiblich
32,BMW,X5,45739,Weiblich
67,Citroen,C3,24209,Weiblich
41,Hyundai,i20,18723,Männlich
80,Mazda,Mazda3,35740,Männlich
59,Opel,Mokka,14930,Männlich
76,Peugeot,5008,27873,Weiblich
78,Volkswagen,Touareg,20695,Männlich
51,Hyundai,i30,39842,Männlich
58,Honda,Jazz,23572,Männlich
42,Mercedes,C-Klasse,47757,Weiblich
51,Opel,Zafira,19076,Männlich
62,Audi,A6,108476,Weiblich
43,Audi,Q8,67304,Weiblich
21,Volkswagen,Arteon,47847,Männlich
80,Kia,Stonic,22585,Männlich
45,Tesla,Model Y,79997,Weiblich
72,Subaru,Impreza,43835,Weiblich
38,BMW Motorrad,R1250GS,19686,Männlich
48,Nissan,Qashqai,12230,Weiblich
15,BMW Motorrad,R1200GS,7796,Männlich
62,Mercedes,S-Klasse,103158,Weiblich
65,Volkswagen,Passat,27509,Weiblich
56,Citroen,C3,23943,Männlich
58,Audi,Q7,22720,Männlich
44,Mazda,Mazda6,29998,Weiblich
65,Kia,Ceed,38740,Weiblich
26,Skoda,Kamiq,37454,Weiblich
28,Ford,Kuga,15719,Männlich
80,Renault,Kadjar,13497,Männlich
56,Alfa Romeo,Stelvio,25070,Männlich
16,Audi,A8,18955,Weiblich
35,Mercedes,A-Klasse,124463,Männlich
47,Subaru,Outback,19522,Weiblich
19,Skoda,Octavia,21339,Männlich
43,Audi,A4,79121,Männlich
64,Hyundai,Tucson,13641,Männlich
63,BMW,5er,16835,Männlich
48,Nissan,Juke,39283,Männlich
32,Mercedes,A-Klasse,75495,Männlich
55,Jeep,Renegade,60503,Männlich
35,Nissan,Juke,22582,Männlich
30,Porsche,Cayenne,95441,Weiblich
44,Toyota,Land Cruiser,13725,Weiblich
58,Mazda,Mazda2,18967,Weiblich
39,Mitsubishi,L200,25883,Weiblich
40,Volvo,XC60,58852,Weiblich
65,Land Rover,Discovery,83536,Männlich
56,Citroen,C3 Aircross,21969,Weiblich
51,Peugeot,3008,8901,Männlich
41,Honda,Jazz,22210,Männlich
52,Tesla,Model S,70422,Männlich
49,Alfa Romeo,Stelvio,61553,Männlich
49,Volvo,XC40,79520,Weiblich
76,Skoda,Scala,16555,Weiblich
54,Ford,Mustang,26042,Männlich
16,Toyota,Corolla,27365,Männlich
42,Mercedes,B-Klasse,69084,Weiblich
42,Toyota,C-HR,41837,Weiblich
62,Hyundai,Nexo,14531,Männlich
60,Alfa Romeo,Giulietta,59595,Weiblich
24,BMW Motorrad,S1000RR,24972,Männlich
77,Audi,A7,26953,Männlich
24,Jeep,Wrangler,21141,Weiblich
19,Peugeot,308,19055,Männlich
59,Volvo,XC90,53547,Männlich
32,Mitsubishi,Outlander,31918,Männlich
23,Ford,Focus,29675,Weiblich
57,Mazda,CX-5,23008,Männlich
20,Opel,Mokka,20592,Weiblich
38,Ford,Mustang,39429,Weiblich
46,Opel,Insignia,23354,Männlich
17,Kia,Niro,38446,Weiblich
31,Tesla,Model S,79341,Männlich
51,Opel,Grandland,21750,Männlich
19,Ford,Mustang,11311,Männlich
18,Volkswagen,Tiguan,63139,Männlich
19,Alfa Romeo,Giulia,28577,Männlich
24,Opel,Zafira,9367,Männlich
72,Kia,Rio,23327,Männlich
74,Peugeot,508,20251,Weiblich
49,Hyundai,Tucson,36064,Männlich
61,Toyota,Corolla,29194,Weiblich
70,Volkswagen,Golf,50921,Männlich
42,Jeep,Renegade,38319,Weiblich
68,Citroen,C3,32800,Männlich
45,Volvo,XC40,42003,Männlich
37,Mazda,Mazda2,37855,Männlich
16,BMW Motorrad,R1200GS,20160,Männlich
46,Skoda,Superb,12777,Weiblich
58,Opel,Astra,17500,Weiblich
52,Volkswagen,Polo,28264,Männlich
74,Mercedes,A-Klasse,87180,Weiblich
80,Hyundai,Kona,36010,Weiblich
42,Jeep,Compass,67677,Männlich
48,Alfa Romeo,MiTo,48323,Weiblich
63,Nissan,Navara,27047,Männlich
42,Alfa Romeo,MiTo,51029,Männlich
34,Subaru,Forester,31328,Männlich
72,Volvo,XC90,18337,Weiblich
65,Skoda,Kodiaq,25380,Männlich
59,Ford,Mondeo,30544,Männlich
69,Mitsubishi,ASX,21626,Weiblich
36,Volkswagen,Tiguan,65752,Männlich
63,Volkswagen,Sharan,59190,Männlich
58,BMW,X1,57585,Weiblich
44,Ford,Mondeo,35977,Weiblich
32,Opel,Insignia,20034,Weiblich
68,Peugeot,Partner,12026,Männlich
66,Opel,Astra,24166,Männlich
73,Alfa Romeo,MiTo,32484,Männlich
71,Mercedes,C-Klasse,73838,Männlich
41,BMW Motorrad,R1200GS,12907,Männlich
24,Mitsubishi,L200,39977,Männlich
32,BMW,X6,23836,Weiblich
25,Citroen,C3,25776,Männlich
18,Tesla,Model 3,48714,Weiblich
60,Toyota,Land Cruiser,19422,Männlich
36,Tesla,Model 3,40513,Männlich
60,Skoda,Octavia,15761,Weiblich
78,Peugeot,5008,19404,Weiblich
60,Citroen,C4,15643,Weiblich
52,Honda,HR-V,33451,Weiblich
59,Kia,Sportage,37449,Weiblich
46,Ford,Focus,32485,Weiblich
30,BMW Motorrad,F900R,8062,Weiblich
34,Nissan,Leaf,45956,Männlich
55,Peugeot,Partner,11007,Männlich
33,Kia,Ceed,39825,Weiblich
68,Honda,Civic,34552,Männlich
22,Citroen,C5,10977,Männlich
19,Renault,Talisman,23810,Männlich
66,Hyundai,Santa Fe,33066,Männlich
60,Nissan,Navara,21191,Weiblich
16,Skoda,Kamiq,41352,Weiblich
31,Renault,Koleos,5897,Männlich
73,Mazda,CX-5,24599,Weiblich
79,Land Rover,Range Rover,114842,Weiblich
34,BMW Motorrad,F900R,20386,Weiblich
32,Tesla,Model 3,38668,Weiblich
31,BMW,X6,92386,Weiblich
36,Nissan,Micra,39192,Weiblich
74,BMW,Z4,35327,Männlich
77,Porsche,Macan,64771,Weiblich
51,Peugeot,3008,20621,Männlich
31,Opel,Zafira,24210,Weiblich
57,BMW Motorrad,S1000RR,6482,Männlich
19,Mercedes,AMG GT,115202,Männlich
44,Kia,Seltos,8546,Weiblich
39,Subaru,Outback,22812,Weiblich
43,Peugeot,208,10587,Männlich
33,BMW Motorrad,S1000RR,23744,Weiblich
47,Nissan,Micra,20349,Weiblich
40,Peugeot,3008,14027,Männlich
42,Hyundai,Nexo,40862,Weiblich
79,Volkswagen,Sharan,25050,Männlich
66,Porsche,Taycan,148583,Männlich
77,Porsche,Panamera,64326,Männlich
41,Toyota,Yaris,21292,Männlich
60,Jeep,Wrangler,39782,Weiblich
36,Kia,Stonic,26596,Weiblich
18,Land Rover,Evoque,43528,Männlich
60,Toyota,RAV4,11792,Weiblich
69,Mitsubishi,ASX,32979,Männlich
36,BMW,7er,61455,Männlich
55,Honda,Jazz,20108,Weiblich
65,Mazda,Mazda6,19275,Männlich
70,Tesla,Model Y,28287,Männlich
22,Alfa Romeo,Stelvio,46126,Weiblich
60,Honda,Jazz,29633,Männlich
65,Volvo,XC90,24568,Weiblich
66,Porsche,Panamera,140781,Weiblich
39,Mercedes,B-Klasse,79168,Männlich
16,Jeep,Renegade,54183,Männlich
28,Alfa Romeo,Stelvio,76890,Weiblich
77,Mercedes,AMG GT,86829,Männlich
27,Alfa Romeo,MiTo,72811,Männlich
46,Tesla,Model S,65053,Weiblich
42,Mitsubishi,ASX,8118,Männlich
33,Porsche,911,61074,Männlich
54,Volkswagen,Tiguan,10232,Männlich
52,Opel,Zafira,29006,Männlich
47,BMW,2er,110273,Weiblich
57,BMW,i3,27979,Männlich
77,Hyundai,Nexo,35482,Männlich
42,Jeep,Grand Cherokee,63191,Weiblich
39,Subaru,Impreza,16518,Männlich
41,Hyundai,Santa Fe,27807,Weiblich
23,Volvo,V90,60358,Weiblich
49,Jeep,Grand Cherokee,62894,Weiblich
21,Peugeot,308,29745,Männlich
76,Jeep,Grand Cherokee,15050,Männlich
66,Opel,Corsa,23342,Männlich
35,Mazda,CX-5,20686,Männlich
75,Hyundai,i20,32531,Weiblich
27,Alfa Romeo,MiTo,23264,Männlich
78,Audi,A8,61191,Männlich
17,Opel,Insignia,19237,Weiblich
16,Mercedes,AMG GT,142788,Männlich
25,Volkswagen,Arteon,15487,Männlich
44,Land Rover,Defender,25338,Männlich
79,Hyundai,i10,12407,Männlich
42,Ford,Mustang,10724,Weiblich
68,Porsche,911,54900,Weiblich
72,Volvo,XC60,57800,Weiblich
46,Subaru,XV,25161,Weiblich
20,Alfa Romeo,Stelvio,34659,Männlich
55,Skoda,Scala,38717,Männlich
76,Porsche,Panamera,195013,Männlich
16,Skoda,Fabia,19892,Männlich
48,Tesla,Model Y,66872,Männlich
18,Alfa Romeo,MiTo,58087,Weiblich
78,Peugeot,508,24481,Männlich
75,Renault,Koleos,26532,Männlich
58,Porsche,Taycan,59934,Weiblich
44,Jeep,Wrangler,20291,Männlich
78,Audi,R8,100627,Weiblich
62,Opel,Grandland,26436,Männlich
24,Citroen,C5,31950,Männlich
74,Skoda,Kamiq,14619,Männlich
57,Mitsubishi,ASX,37523,Männlich
67,BMW Motorrad,F900R,5515,Weiblich
42,Opel,Insignia,20886,Weiblich
52,Kia,Sportage,41189,Männlich
35,Kia,Niro,12002,Männlich
68,Subaru,XV,42761,Weiblich
36,Tesla,Model 3,43993,Männlich
33,BMW,Z4,74108,Weiblich
33,Mazda,Mazda3,30500,Weiblich
16,Peugeot,308,29267,Männlich
45,Renault,Talisman,9460,Männlich
74,Mercedes,A-Klasse,77978,Männlich
46,Ford,Mustang,37574,Weiblich
64,Honda,CR-V,8449,Weiblich
80,Kia,Rio,28925,Weiblich
31,Alfa Romeo,Stelvio,77631,Weiblich
31,Toyota,RAV4,25441,Männlich
73,Mazda,Mazda2,29260,Männlich
26,Honda,Accord,13709,Weiblich
31,Toyota,RAV4,43359,Männlich
67,Volkswagen,ID.4,24563,Weiblich
58,Ford,Kuga,36188,Weiblich
27,Hyundai,i20,31552,Weiblich
37,Kia,Niro,33854,Weiblich
65,Renault,Megane,12968,Weiblich
44,Kia,Stonic,39866,Männlich
56,Nissan,Juke,21657,Männlich
51,Alfa Romeo,MiTo,66201,Weiblich
80,Renault,Kadjar,9574,Männlich
60,Nissan,Qashqai,17444,Männlich
73,Subaru,Impreza,17501,Männlich
79,Volkswagen,ID.3,59346,Weiblich
35,Subaru,Outback,33451,Weiblich
72,Land Rover,Range Rover,80454,Männlich
64,Audi,TT,98806,Männlich
45,Nissan,Qashqai,44431,Männlich
28,Volkswagen,Tiguan,62094,Männlich
50,Tesla,Model 3,78133,Weiblich
70,Hyundai,i10,42420,Männlich
40,Hyundai,i20,21435,Weiblich
75,Mitsubishi,Space Star,31896,Weiblich
68,BMW,X6,22360,Weiblich
24,Jeep,Grand Cherokee,15223,Weiblich
35,Opel,Mokka,25939,Weiblich
51,Mercedes,GLA,103573,Männlich
19,Mazda,Mazda6,22220,Weiblich
41,Porsche,Cayenne,147015,Weiblich
17,Jeep,Grand Cherokee,43296,Männlich
47,Alfa Romeo,Giulia,47908,Männlich
20,Porsche,Macan,128071,Weiblich
74,Peugeot,208,12517,Männlich
19,Opel,Insignia,20399,Männlich
80,Volkswagen,ID.4,69241,Männlich
68,Kia,Rio,26172,Männlich
39,BMW,X1,87498,Weiblich
45,BMW Motorrad,S1000RR,7319,Weiblich
73,Renault,Koleos,8720,Männlich
49,Citroen,C5,5052,Weiblich
31,Volvo,XC90,59538,Männlich
36,Alfa Romeo,Giulietta,24057,Weiblich
25,Volvo,S60,39545,Männlich
40,Tesla,Model X,59762,Männlich
64,Volkswagen,ID.4,66820,Männlich
57,Mazda,Mazda3,33843,Männlich
55,Land Rover,Range Rover,32309,Weiblich
27,Alfa Romeo,Giulia,17000,Weiblich
76,Tesla,Model Y,75623,Männlich
58,Land Rover,Discovery,109620,Weiblich
61,Audi,Q8,24981,Männlich
31,BMW Motorrad,R1250GS,10150,Männlich
54,Porsche,Macan,69336,Männlich
74,Alfa Romeo,Giulia,63029,Weiblich
79,Nissan,X-Trail,17486,Männlich
60,Citroen,C5 Aircross,7459,Männlich
35,BMW,X3,105351,Weiblich
26,Kia,Seltos,41926,Weiblich
71,Toyota,Land Cruiser,14753,Männlich
61,Mercedes,B-Klasse,124657,Männlich
41,Tesla,Model 3,29063,Weiblich
58,Mazda,Mazda2,26096,Weiblich
34,BMW,X1,110224,Männlich
20,Renault,Captur,16297,Männlich
55,Renault,Captur,19317,Männlich
26,Mercedes,E-Klasse,106340,Männlich
49,Jeep,Cherokee,33758,Weiblich
69,Tesla,Model S,50031,Männlich
46,Volkswagen,Polo,56000,Männlich
57,Tesla,Model Y,31678,Weiblich
57,Audi,Q8,109427,Weiblich
30,Mazda,CX-5,28603,Weiblich
47,Porsche,Macan,50034,Männlich
29,Toyota,Camry,17006,Weiblich
34,Audi,Q5,55267,Weiblich
57,Kia,Sportage,40036,Männlich
40,Mercedes,GLS,53279,Männlich
47,Alfa Romeo,Giulietta,33724,Männlich
65,Toyota,RAV4,44744,Weiblich
26,Subaru,Forester,23230,Männlich
42,Nissan,Leaf,34408,Weiblich
56,Hyundai,Tucson,44116,Männlich
73,Mitsubishi,L200,21148,Männlich
78,Subaru,Impreza,15149,Männlich
47,Tesla,Model Y,67484,Männlich
59,Hyundai,Tucson,27470,Männlich
22,Audi,A3,33991,Weiblich
16,Volkswagen,Touran,69752,Weiblich
59,BMW Motorrad,R1250GS,10718,Männlich
32,Mazda,Mazda2,26209,Weiblich
49,Hyundai,i30,39305,Männlich
65,Opel,Zafira,13471,Männlich
42,Land Rover,Range Rover,71878,Männlich
56,Nissan,Leaf,13524,Männlich
79,Toyota,Camry,19300,Männlich
80,Ford,Fiesta,33130,Männlich
22,Skoda,Superb,40338,Männlich
39,BMW,4er,106047,Weiblich
64,Land Rover,Range Rover,91594,Männlich
40,BMW Motorrad,F900R,11656,Weiblich
64,Nissan,Navara,24376,Weiblich
50,Porsche,Macan,190138,Männlich
49,Opel,Astra,9790,Weiblich
66,Honda,CR-V,28734,Weiblich
73,Audi,Q7,105366,Männlich
71,Skoda,Fabia,35708,Weiblich
64,Kia,Niro,44059,Männlich
24,Volvo,XC60,71537,Männlich
62,Nissan,X-Trail,11465,Weiblich
57,Hyundai,Kona,36930,Weiblich
54,Tesla,Model S,47103,Weiblich
23,Mercedes,S-Klasse,142698,Männlich
78,Volvo,XC90,32224,Weiblich
44,Mazda,Mazda6,13087,Männlich
49,Volkswagen,ID.3,29905,Männlich
71,Hyundai,i20,31824,Weiblich
18,Alfa Romeo,MiTo,64503,Weiblich
18,BMW,X1,58888,Männlich
70,Peugeot,508,12286,Weiblich
44,Volkswagen,Tiguan,27546,Weiblich
50,Land Rover,Defender,84417,Weiblich
36,Toyota,RAV4,21110,Weiblich
34,Renault,Koleos,30071,Männlich
74,Mercedes,GLC,130946,Weiblich
34,Mercedes,C-Klasse,60405,Männlich
44,Porsche,Panamera,107017,Männlich
65,Kia,Ceed,11170,Männlich
29,BMW Motorrad,R1250GS,12469,Weiblich
80,Peugeot,308,27095,Männlich
45,Tesla,Model 3,32061,Weiblich
29,Audi,A8,47169,Weiblich
32,Volvo,V90,31737,Männlich
28,Honda,Jazz,10183,Männlich
30,Tesla,Model 3,27853,Männlich
44,Land Rover,Range Rover,111769,Weiblich
73,Renault,Talisman,34224,Weiblich
34,Audi,Q8,55715,Weiblich
51,Jeep,Cherokee,53132,Männlich
68,Land Rover,Evoque,45623,Weiblich
23,BMW Motorrad,R1200GS,19258,Weiblich
62,BMW Motorrad,R1250GS,17384,Weiblich
60,Mazda,Mazda2,28380,Männlich
34,Hyundai,Santa Fe,40615,Weiblich
17,Opel,Zafira,29415,Weiblich
32,Kia,Seltos,33862,Männlich
66,Tesla,Model 3,55856,Männlich
66,Volkswagen,ID.3,20173,Männlich
69,Audi,A8,85486,Männlich
30,Toyota,Land Cruiser,31893,Männlich
78,Tesla,Model X,78155,Männlich
79,Subaru,Forester,12158,Weiblich
70,Alfa Romeo,Giulietta,68625,Männlich
51,Kia,Sportage,39640,Weiblich
50,Volkswagen,Arteon,19192,Weiblich
54,Honda,Jazz,10879,Weiblich
44,Mitsubishi,ASX,24330,Weiblich
24,Toyota,Camry,11273,Männlich
43,Hyundai,i20,38709,Weiblich
69,Volvo,V90,42259,Männlich
64,Mercedes,GLS,121050,Weiblich
56,Honda,Civic,18664,Männlich
64,Mitsubishi,L200,28990,Männlich
36,BMW,X3,92468,Männlich
66,Opel,Grandland,28500,Weiblich
32,Porsche,Taycan,120393,Weiblich
53,Volkswagen,Passat,51127,Weiblich
37,Skoda,Octavia,36944,Männlich
36,Porsche,Taycan,154346,Männlich
72,Honda,HR-V,32146,Männlich
67,Land Rover,Discovery,106048,Männlich
65,Opel,Mokka,24985,Weiblich
53,Ford,Mustang,33512,Männlich
59,Toyota,C-HR,54109,Weiblich
36,Peugeot,5008,21561,Weiblich
46,Mercedes,E-Klasse,26444,Männlich
36,Mitsubishi,Space Star,24574,Männlich
23,Peugeot,208,10099,Männlich
56,Citroen,C4,16424,Männlich
32,Volkswagen,Sharan,66848,Männlich
75,Ford,Mustang,25454,Weiblich
50,Hyundai,Santa Fe,16634,Weiblich
28,Mercedes,E-Klasse,137152,Weiblich
71,BMW Motorrad,R1200GS,12979,Weiblich
57,Nissan,Juke,23158,Männlich
40,BMW,X3,49537,Männlich
51,Opel,Corsa,16526,Männlich
32,Toyota,RAV4,14586,Weiblich
19,Tesla,Model X,59761,Männlich
15,Mercedes,AMG GT,45503,Weiblich
62,Nissan,Micra,44313,Weiblich
29,Kia,Rio,25013,Männlich
37,Kia,Rio,21610,Weiblich
55,Honda,Accord,29197,Männlich
80,Renault,Megane,6173,Männlich
51,Peugeot,3008,18950,Weiblich
54,Mitsubishi,Outlander,30123,Männlich
80,BMW Motorrad,R1250GS,7464,Weiblich
30,Mazda,Mazda3,20241,Männlich
43,Nissan,Leaf,35897,Männlich
74,Mazda,Mazda3,34824,Weiblich
64,Mazda,Mazda3,16172,Männlich
80,BMW,2er,40179,Männlich
27,Porsche,Cayenne,88657,Männlich
69,BMW,3er,55165,Männlich
21,Kia,Ceed,12333,Weiblich
23,Toyota,Land Cruiser,19974,Männlich
65,Land Rover,Range Rover,87383,Männlich
60,Mitsubishi,ASX,17314,Weiblich
60,Jeep,Compass,59670,Männlich
68,Hyundai,Nexo,41300,Weiblich
55,Volkswagen,Arteon,69517,Weiblich
33,BMW,5er,42877,Weiblich
35,Mercedes,B-Klasse,57174,Weiblich
60,BMW,1er,109122,Männlich
66,BMW Motorrad,S1000RR,20112,Männlich
65,Nissan,Navara,44866,Männlich
74,Honda,Jazz,25173,Männlich
32,Alfa Romeo,Giulia,35996,Männlich
70,Peugeot,308,28494,Männlich
71,BMW Motorrad,F900R,8252,Weiblich
18,Volvo,S60,37920,Weiblich
23,Volvo,XC40,19760,Männlich
64,BMW Motorrad,R1250GS,23552,Weiblich
54,Volkswagen,Tiguan,62126,Weiblich
40,Tesla,Model 3,74853,Männlich
72,Land Rover,Evoque,48579,Männlich
49,BMW,X1,32344,Männlich
34,Jeep,Renegade,57050,Männlich
51,Honda,CR-V,25844,Weiblich
46,Skoda,Scala,29421,Männlich
46,Land Rover,Range Rover,58186,Männlich
45,Audi,A1,43610,Weiblich
80,Renault,Captur,21730,Männlich
70,Peugeot,508,24758,Weiblich
48,Citroen,C3,23432,Weiblich
33,Opel,Corsa,11705,Männlich
46,BMW,X3,81791,Weiblich
79,Porsche,911,197742,Männlich
59,Audi,A6,43898,Männlich
34,Mitsubishi,ASX,26487,Weiblich
19,Skoda,Kodiaq,39365,Männlich
59,BMW Motorrad,F900R,7628,Weiblich
18,BMW,i4,116654,Weiblich
39,Citroen,C4,30062,Männlich
30,Kia,Ceed,29778,Weiblich
67,Volvo,V90,20921,Weiblich
16,Jeep,Wrangler,24612,Weiblich
56,Porsche,Taycan,59795,Weiblich
57,Toyota,Camry,48665,Weiblich
33,Hyundai,Tucson,40916,Weiblich
25,Peugeot,308,20836,Männlich
34,Land Rover,Range Rover,101496,Männlich
43,Audi,Q7,27979,Männlich
74,Audi,A1,93225,Weiblich
57,Opel,Zafira,16044,Männlich
37,Mazda,Mazda6,28895,Männlich
44,Volvo,S60,68825,Männlich
26,Ford,Focus,20361,Weiblich
54,Subaru,Impreza,13455,Männlich
66,Tesla,Model Y,47967,Männlich
23,Mazda,CX-5,18703,Weiblich
17,Mazda,CX-5,29460,Weiblich
21,Volkswagen,Polo,38786,Männlich
63,Nissan,Navara,15136,Weiblich
61,Mazda,Mazda3,33826,Männlich
16,Renault,Captur,5089,Männlich
35,Skoda,Kamiq,37528,Männlich
75,Renault,Megane,6351,Männlich
62,Jeep,Renegade,21674,Weiblich
65,Toyota,RAV4,32175,Männlich
59,Mazda,Mazda6,22294,Männlich
25,Honda,Jazz,26485,Weiblich
30,Alfa Romeo,Giulia,22200,Weiblich
79,Subaru,Forester,12158,Männlich
72,Mazda,CX-5,12882,Weiblich
41,Alfa Romeo,Giulia,28125,Weiblich
38,Ford,Focus,34712,Männlich
76,Tesla,Model Y,66320,Weiblich
62,Subaru,Forester,16665,Männlich
27,Volkswagen,Polo,27448,Männlich
66,Citroen,C4,21555,Weiblich
44,Jeep,Grand Cherokee,40430,Männlich
79,Skoda,Scala,15652,Weiblich
56,Opel,Mokka,12456,Weiblich
77,Tesla,Model 3,44461,Männlich
30,Volkswagen,Touran,20116,Weiblich
34,Porsche,Taycan,127112,Männlich
41,Volvo,S60,79698,Männlich
45,Mazda,Mazda3,22644,Weiblich
42,Mercedes,A-Klasse,57630,Weiblich
65,Renault,Talisman,27495,Weiblich
32,BMW,2er,86093,Weiblich
59,Opel,Corsa,21307,Weiblich
72,Nissan,Qashqai,9528,Weiblich
68,Hyundai,i10,35472,Weiblich
61,Hyundai,i10,39818,Weiblich
58,Mercedes,V-Klasse,71622,Männlich
62,BMW Motorrad,F900R,14913,Männlich
33,Volvo,S60,39121,Männlich
49,Audi,A8,49974,Weiblich
54,Mitsubishi,L200,21706,Männlich
34,Honda,Jazz,33712,Weiblich
71,Peugeot,5008,29340,Männlich
77,Ford,Focus,27469,Männlich
79,BMW Motorrad,F900R,16721,Männlich
75,Peugeot,5008,12681,Männlich
76,Honda,HR-V,28366,Weiblich
34,Ford,Edge,24151,Weiblich
30,BMW,X1,18007,Weiblich
45,Citroen,C4,8128,Weiblich
78,Volkswagen,Passat,66389,Weiblich
37,Land Rover,Range Rover,109789,Weiblich
16,Audi,A3,25215,Männlich
70,BMW Motorrad,S1000RR,23888,Weiblich
15,Mercedes,GLE,87589,Weiblich
21,Skoda,Octavia,31074,Männlich
20,Skoda,Superb,32704,Weiblich
41,BMW,X1,99822,Männlich
21,Peugeot,508,17216,Weiblich
21,Jeep,Compass,42892,Männlich
44,Nissan,Juke,33998,Weiblich
17,Mitsubishi,L200,32971,Weiblich
20,Renault,Megane,18294,Weiblich
55,Ford,Edge,28350,Männlich
70,Jeep,Grand Cherokee,30798,Männlich
21,Porsche,Macan,115312,Weiblich
66,Jeep,Cherokee,58264,Männlich
78,Mercedes,GLA,133007,Weiblich
25,Volvo,S60,54255,Männlich
72,Opel,Mokka,26904,Weiblich
22,Volkswagen,Tiguan,69655,Männlich
16,Peugeot,Partner,11644,Männlich
61,Hyundai,Santa Fe,40516,Weiblich
75,BMW,i3,19387,Männlich
32,BMW,i3,40565,Weiblich
49,Skoda,Scala,14885,Männlich
69,Mercedes,E-Klasse,140004,Weiblich
41,Mercedes,GLS,60413,Männlich
33,Land Rover,Discovery,94058,Weiblich
40,Audi,A3,61229,Weiblich
77,Subaru,XV,30867,Männlich
47,Mercedes,C-Klasse,60418,Männlich
40,Mitsubishi,ASX,36467,Weiblich
44,Tesla,Model X,67936,Männlich
33,Honda,CR-V,10352,Männlich
70,Mazda,CX-5,39341,Weiblich
73,Renault,Talisman,33750,Männlich
52,Land Rover,Defender,106402,Weiblich
66,Land Rover,Defender,40863,Weiblich
22,Toyota,RAV4,54155,Männlich
45,Mazda,Mazda2,32556,Weiblich
59,Honda,HR-V,21529,Männlich
26,Renault,Captur,25180,Männlich
60,Hyundai,Kona,13157,Männlich
23,Tesla,Model 3,58632,Männlich
35,Mercedes,S-Klasse,123884,Männlich
65,Renault,Clio,11193,Weiblich
23,Mercedes,AMG GT,52088,Weiblich
60,Renault,Clio,29918,Männlich
55,Skoda,Fabia,28340,Weiblich
54,Kia,Niro,25119,Weiblich
77,Audi,Q3,34839,Weiblich
76,Peugeot,3008,17586,Männlich
53,Audi,Q5,62166,Männlich
72,Land Rover,Evoque,109406,Weiblich
61,Mitsubishi,Space Star,38641,Männlich
55,BMW,3er,71038,Männlich
64,Citroen,C5,34718,Weiblich
74,Nissan,Juke,46678,Weiblich
56,Mazda,CX-5,33013,Weiblich
45,Renault,Captur,12119,Männlich
42,Hyundai,i10,26126,Weiblich
15,Subaru,Outback,22394,Weiblich
39,Mazda,CX-5,15921,Männlich
61,Porsche,Cayenne,142488,Weiblich
76,Kia,Seltos,39351,Männlich
50,Tesla,Model Y,50193,Männlich
17,Jeep,Wrangler,23975,Männlich
31,Porsche,Macan,63971,Weiblich
56,Honda,Accord,28914,Männlich
67,Nissan,Qashqai,20792,Weiblich
64,Audi,A8,69928,Weiblich
66,Audi,A3,55948,Weiblich
41,Ford,Kuga,16019,Männlich
80,BMW Motorrad,F900R,10125,Männlich
28,Mitsubishi,Outlander,33012,Männlich
30,BMW,7er,81244,Weiblich
42,Honda,Accord,23063,Weiblich
60,Nissan,Leaf,27418,Männlich
77,Ford,Mustang,39634,Weiblich
42,Audi,Q7,92189,Männlich
53,Citroen,C5 Aircross,23284,Weiblich
35,BMW,4er,36717,Männlich
59,Skoda,Scala,30462,Weiblich
80,Mazda,Mazda6,21386,Weiblich
42,Kia,Sportage,24510,Männlich
28,Honda,Accord,10600,Männlich
78,BMW Motorrad,R1200GS,15501,Weiblich
70,Subaru,XV,40625,Männlich
68,Jeep,Cherokee,47287,Männlich
47,Honda,Civic,12353,Männlich
55,Volkswagen,Tiguan,27143,Weiblich
26,Opel,Insignia,17373,Männlich
19,Ford,Edge,32045,Männlich
57,Toyota,C-HR,46060,Männlich
68,BMW Motorrad,R1250GS,12802,Weiblich
43,Nissan,Micra,49559,Männlich
64,Mazda,Mazda2,33900,Weiblich
55,Kia,Niro,23639,Männlich
50,Tesla,Model X,40353,Weiblich
68,Hyundai,Kona,18925,Weiblich
18,Kia,Stonic,9990,Männlich
69,Honda,Civic,15367,Männlich
38,Audi,A5,36339,Männlich
31,Land Rover,Range Rover,112650,Weiblich
48,Renault,Megane,14863,Weiblich
46,Peugeot,Partner,18191,Weiblich
65,Ford,Mondeo,25046,Männlich
66,Alfa Romeo,Stelvio,60438,Weiblich
64,Renault,Megane,27404,Weiblich
36,Opel,Insignia,29777,Männlich
45,Honda,HR-V,18425,Weiblich
34,Honda,HR-V,19814,Weiblich
80,BMW,i4,83805,Männlich
45,Tesla,Model Y,29350,Weiblich
64,Skoda,Kodiaq,22298,Männlich
63,Mercedes,GLC,82805,Weiblich
34,Honda,Jazz,25004,Weiblich
59,Tesla,Model Y,76228,Weiblich
66,Opel,Zafira,16382,Weiblich
71,Mercedes,A-Klasse,28508,Männlich
22,Hyundai,i30,44185,Weiblich
80,Tesla,Model Y,59497,Weiblich
66,Opel,Grandland,8681,Männlich
45,Peugeot,508,20091,Weiblich
48,Audi,Q8,73375,Männlich
68,Peugeot,5008,24236,Weiblich
